end_date,year,ticker,form,Assets,EarningsPerShareBasic,EarningsPerShareDiluted,LiabilitiesAndStockholdersEquity,NetIncomeLoss,RetainedEarningsAccumulatedDeficit,StockholdersEquity,anomaly
2009-06-30,2009,L,10-Q/A,0.2381762100867527,-0.44841269841269843,-0.4508196721311476,0.2385314831661264,-0.2012386566166801,0.17073133397484283,0.020865023782976676,0
2009-06-30,2009,LVS,10-K/A,,,,,-0.2454937914296841,,,0
2009-06-30,2009,LVS,10-Q,,,,,-0.29008908967003416,,,0
2009-06-30,2009,MDLZ,10-Q,0.17867693554547473,0.13888888888888895,0.15573770491803274,0.17894345714761617,0.28189509916955324,0.19643158865972404,0.21088232661747144,0
2009-06-30,2009,MDLZ,10-Q/A,,0.13888888888888895,0.7950819672131147,,0.28189509916955324,,,0
2009-06-30,2009,NFLX,10-Q,-0.3677168348327176,0.11111111111111115,0.11065573770491804,-0.3682653358446406,-0.1897482918781396,-0.2017999521500642,-0.2799607548788729,0
2009-06-30,2009,TSN,10-K,,,-0.3401639344262296,,-0.18048148608124223,,,0
2009-06-30,2009,WFC,10-K,,,,,,,,0
2009-06-30,2009,WFC,10-Q,10.5801497404664,0.19841269841269835,0.21311475409836048,10.59593151135427,1.7804357059298184,0.9194021759864327,2.0604180015739084,0
2009-07-08,2009,ORCL,10-K,,,,,,,,0
2009-07-09,2009,GM,10-K,,,,,22.903822035814358,,,0
2009-07-25,2009,CSCO,10-K,0.20830714781007487,0.4246031746031747,0.4549180327868852,0.20861786701175788,1.3199653914424816,-0.09529792425098568,0.504733406264751,0
2009-07-25,2009,CSCO,10-Q,0.20830714781007487,,,0.20861786701175788,,-0.09529792425098568,0.504733406264751,0
